feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	label
-0.07507717274415937	0.10273765278602737	0.8717364790676432	0.6499682614439597	0.26391413885226295	0.9411135321563945	0.9547648134855335	-1.0079751580791705	0.24818828627554146	0.7842379766655381	0
1.5663669509513984	0.264023812257705	-0.41838079580249277	-0.5047891717559704	0.637947582400421	1.05240288642633	1.12148252361226	0.7774350497182709	-0.44951059205324995	-0.9173074593631934	0
0.25965637661126867	0.3472159060338115	-0.11265664741726722	1.759032622442823	0.760460382146525	2.232971600018721	0.3990813626549299	0.7250322596009031	0.8346767119642677	0.25391370010522785	1
0.9723272119982902	1.001683692082278	0.957524697211468	0.5788719918501517	-2.097496465279198	0.26375301662356915	0.3043083369666971	0.8293540594433956	1.2730540375124362	-0.9519636505631144	0
0.4416444337551349	-1.7459457551621484	0.9345766162328898	0.021362158888193126	1.4205842219563558	-0.20382106224208973	0.8691774110237738	-0.24349560558806727	-0.2555935912220087	0.9088195121118647	1
0.614451397786633	0.9308442702803941	0.5524551487487801	-0.9732423417671168	0.737309571083878	0.4577041095369112	0.9188453981118212	1.2669229567500575	0.4074446657944383	1.0057953722707582	0
0.963301835809858	0.17082925331404467	1.5941066309260687	-0.5313093836579369	0.602563708758636	-0.7276555663737465	0.01332924530880597	2.204511888687512	-0.42572519884998516	0.6769560062008624	1
0.6015191610255972	1.3820511349722726	-0.3288442726169992	0.07980752072953169	0.8133600485618138	1.0055101714047132	0.8451813953868386	-2.0613949442174295	-1.3141459812072611	0.39057744379983644	1
0.261305434023371	-0.4768976502825276	1.9648722512577352	1.133400794390477	0.12229715709389609	0.9475899226961926	0.522763680515723	0.619613732527064	1.679168327506408	2.321972781022808	0
-0.25845413724508115	0.5877793101865683	1.9927699727597226	0.18523936824638637	2.016386434240547	0.2525950012955133	1.1577751738096707	0.7460613560984617	0.06451975261827303	-0.22744212352142001	1
0.019351651398079484	0.6664166414431689	-0.0801611195463664	1.0906240196398986	0.4889369852422685	2.1908662179137224	0.8225487208304323	-0.5332828794422098	0.16189947069824107	0.20997786182573364	1
1.3213234377526482	2.112917245834349	0.31324051982864665	0.2977718214729398	-0.2674698139555376	-0.8416550409638681	0.07385838553852164	0.1777105714114766	0.4227279612623979	0.861972686395747	1
0.7232206460290689	0.5941842860328168	-0.862122099885057	0.8918140463466107	-0.20904130411518534	0.8461875081289326	0.6917137368706721	0.563300917263328	-0.43038671785656146	0.7952715348223472	1
1.5817246689776252	0.7666539479610985	0.26519433276093135	1.6359952561380684	-1.1049892527380092	-0.9645628898249637	1.4095382053516676	0.15661742706630974	2.2164970922701857	0.2989595141882413	0
1.613855040986346	0.3198216622673052	0.34350554245809906	-0.24156349300653224	0.7633231865418625	-0.007916730616641499	1.9226947648545163	-0.33577052153518305	0.8755611013578484	0.4654928210911148	0
0.7213821202225612	-0.07199352366809003	0.7350548293901737	1.0661265209918476	-0.7210087557133644	0.16857942141587107	0.1612980161339088	-0.2222755018029945	0.6815037252045015	-0.22508301997661434	1
0.48171402549495157	0.27444770108686684	-0.49401495325633704	-0.9964174365787456	-0.14936894792001676	0.27100048466735827	1.0166838703014627	0.4860963450251398	1.585331114084636	0.4415088699301249	1
0.23883932258769888	-0.45895501088799906	-0.533510519437707	0.12543113907675274	-1.9857603858103758	0.6529359451061818	-0.2958022672191911	0.4819085919091085	-0.7160155634882508	1.5459960269057422	1
